Query,Match,HMDB,PubChem,KEGG,SMILES,Comment,Pathway
Dehydrocyanaropicrin,Dehydrocyanaropicrin,HMDB0035029,71437252,NA,OCC(=C)C(=O)OC1CC(=C)C2CC(=O)C(=C)C2C2OC(=O)C(=C)C12,1,
"(E)-1-[4-Hydroxy-3-(3-methyl-1,3-butadienyl)phenyl]-2-(3,5-dihydroxyphenyl)ethylene","(E)-1-[4-Hydroxy-3-(3-methyl-1,3-butadienyl)phenyl]-2-(3,5-dihydroxyphenyl)ethylene",HMDB0033331,131751412,NA,CC(=C)\C=C/C1=C(O)C=CC(\C=C/C2=CC(O)=CC(O)=C2)=C1,1,
Bilirubin,Bilirubin,HMDB0000054,21252250,C00486,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C,1,
Ricinine,Ricinine,HMDB0042006,10666,C01526,COC1=C(C#N)C(=O)N(C)C=C1,1,
Gibberellin A3,Gibberellin A3,HMDB0003559,9819600,C01699,C[C@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,1,
DG(15:0/18:0/0:0),DG(15:0/18:0/0:0),HMDB0007071,14275365,NA,CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCC,1,
Sannamycin A,Sannamycin A,NA,96024040,C17710,NA,1,
Pravastatin,Pravastatin,HMDB0005022,54687,C01844,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O,1,
3-Methylcyclopentadecanone,3-Methylcyclopentadecanone,HMDB0034181,10947,NA,CC1CCCCCCCCCCCCC(=O)C1,1,
Asparaginyl-Hydroxyproline,Asparaginyl-Hydroxyproline,HMDB0028732,61157688,NA,NC(CC(N)=O)C(=O)N1CC(O)CC1C(O)=O,1,
"6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2a'' aglycone","6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2a'' aglycone",NA,14130,C11969,NA,1,
Gomphidic acid,Gomphidic acid,HMDB0033542,131751453,NA,OC(=O)C(=C1/OC(=O)C(=C1O)C1=CC(O)=C(O)C(O)=C1)\C1=CC=C(O)C=C1,1,
Allylestrenol,Allylestrenol,HMDB0015500,235905,C12811,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(CC=C)O)CCC4=CCCC[C@H]34,1,
6-Epi-7-isocucurbic acid glucoside,6-Epi-7-isocucurbic acid glucoside,HMDB0029782,131750903,NA,CC\C=C\CC1C(CC(O)=O)CCC1OC1OC(CO)C(O)C(O)C1O,1,
1-Pentanesulfenothioic acid,1-Pentanesulfenothioic acid,HMDB0031160,21251947,NA,CCCCCSS,1,
Macrocin,Macrocin,HMDB0039122,131752554,C00744,COC(=O)C(\C)=C/C=C/C(/C)=C/C=C/C=C(/C)\C=C\C=C(/C)C(=O)OC1OC(CO)C(O)C(O)C1O,1,
Cervonoyl ethanolamide,Cervonoyl ethanolamide,HMDB0013627,53245830,C13828,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCCO,1,
Citicoline,Citicoline,HMDB0001413,13804,C00307,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O,1,
Tetracosahexaenoic acid,Tetracosahexaenoic acid,HMDB0002007,11792612,NA,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O,1,
Phaseolic acid,Phaseolic acid,HMDB0031897,73242171,NA,OCCCCC(O)CCC(O)CCC(=O)C(O)=O,1,
Sulfametopyrazine,Sulfametopyrazine,HMDB0014802,9047,C12616,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N,1,
Zapotinin,Zapotinin,HMDB0029677,44257595,NA,COC1=C(C(=CC=C1)OC)C2=CC(=O)C3=C(O2)C=CC(=C3O)OC,1,
Nervonic acid,Nervonic acid,HMDB0002368,5281120,C08323,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O,1,
makisterone B,makisterone B,NA,441830,C08829,CC(CO)(C)C(O)(C)(O)1CC2(O)C3=CC(=O)4C(O)(O)C4(C)3CC12C,1,
Benzamide,Benzamide,HMDB0004461,2331,C09815,C1=CC=C(C=C1)C(=O)N,1,
10-Deacetyl-2-debenzoylbaccatin III,10-Deacetyl-2-debenzoylbaccatin III,METPA1069,NA,C11899,NA,1,
Nookatone,Nookatone,HMDB0013687,20797,NA,CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C,1,
S-(3-Methyl-2-butenyl) ethanethioate,S-(3-Methyl-2-butenyl) ethanethioate,HMDB0031698,3084571,NA,CC(=CCSC(=O)C)C,1,
"9-(3,4-Dimethoxyphenyl)-2-methoxy-1H-phenalen-1-one","9-(3,4-Dimethoxyphenyl)-2-methoxy-1H-phenalen-1-one",HMDB0034692,85846878,NA,COC1=CC2=CC=CC3=C2C(C1=O)=C(C=C3)C1=CC(OC)=C(OC)C=C1,1,
Geranyl 3-methylbutanoate,Geranyl 3-methylbutanoate,HMDB0029350,6429039,NA,CC(C)CC(=O)OC/C=C(/C)\CCC=C(C)C,1,
N-Feruloylglycyl-L-phenylalanine,N-Feruloylglycyl-L-phenylalanine,HMDB0029356,131750860,NA,COC1=C(O)C=CC(\C=C\C(\O)=N\C\C(O)=N\C(CC2=CC=CC=C2)C(O)=O)=C1,1,
"3,17-Androstanediol glucuronide","3,17-Androstanediol glucuronide",HMDB0010321,3034755,NA,C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C)OC(=O)[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)O)O)O)O,1,
Spermic acid 2,Spermic acid 2,HMDB0013075,167029,NA,C(CCNCCC(=O)O)CNCCC(=O)O,1,
"3,7-Dimethylquercetin","3,7-Dimethylquercetin",HMDB0029263,5280417,C01265,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O,1,
Diethyl tartrate,Diethyl tartrate,HMDB0033584,62333,NA,CCOC(=O)C(C(C(=O)OCC)O)O,1,
Dimethylglycine,Dimethylglycine,HMDB0000092,673,C01026,CN(C)CC(=O)O,1,
Androsterone sulfate,Androsterone sulfate,HMDB0002759,159663,NA,C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)OS(=O)(=O)O,1,
1-Phenanthrol,1-Phenanthrol,HMDB0059797,98490,C11432,OC1=CC=CC2=C1C=CC1=CC=CC=C21,1,
Liquiritin,Liquiritin,HMDB0029520,503737,C16989,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O,1,
Corchoionoside B,Corchoionoside B,HMDB0030975,131751110,NA,CC1=CC(=O)CC(C)(C)C1(O)\C=C\C(=O)COC1OC(CO)C(O)C(O)C1O,1,
Tryptamine,Tryptamine,HMDB0000303,1150,C00398,C1=CC=C2C(=C1)C(=CN2)CCN,1,
"N-[(3a,5b,7b)-7-hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]-Glycine","N-[(3a,5b,7b)-7-hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]-Glycine",HMDB0002409,21116917,NA,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C,1,
Porrigenin A,Porrigenin A,HMDB0032783,12312669,NA,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC(C6C5(CC(C(C6)O)O)C)O)C)C)OC1,1,
Chrysoobtusin,Chrysoobtusin,HMDB0034218,155381,C17669,CC1=C(C(=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)OC)OC)OC)OC)O,1,
L-Dopa,L-Dopa,HMDB0000181,6047,C00355,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,1,
"(3beta,5alpha,6beta,24R)-Stigmastane-3,5,6-triol","(3beta,5alpha,6beta,24R)-Stigmastane-3,5,6-triol",HMDB0030014,634760,NA,CCC(CCC(C)C1CCC2C1(CCC3C2CC(C4(C3(CCC(C4)O)C)O)O)C)C(C)C,1,
Methyl linoleate,Methyl linoleate,HMDB0034381,5462988,NA,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,1,
Cytosine,Cytosine,HMDB0000630,597,C00380,C1=C(NC(=O)N=C1)N,1,
Tetracosapentaenoic acid (24:5n-6),Tetracosapentaenoic acid (24:5n-6),HMDB0006322,14505435,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O,1,
"9,10,13-Trihydroxystearic acid","9,10,13-Trihydroxystearic acid",HMDB0030935,45359277,NA,CCCCCC(O)CCC(O)C(O)CCCCCCCC(O)=O,1,
2-Indolecarboxylic acid,2-Indolecarboxylic acid,HMDB0002285,72899,NA,C1=CC=C2C(=C1)C=C(N2)C(=O)O,1,
"alpha-D-Ribose 1,2-cyclic phosphate 5-phosphate","alpha-D-Ribose 1,2-cyclic phosphate 5-phosphate",NA,163312177,C20440,NA,1,
"5-Megastigmen-7-yne-3,9-diol 9-glucoside","5-Megastigmen-7-yne-3,9-diol 9-glucoside",HMDB0032841,85258909,NA,CC(OC1OC(CO)C(O)C(O)C1O)C#CC1=C(C)CC(O)CC1(C)C,1,
LysoPC(10:0),LysoPC(10:0),HMDB0003752,5313971,NA,CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)O,1,
Futalosine,Futalosine,METPA1426,NA,C16999,NA,1,
"5,5',6,6'-Tetrahydroxy-3,3'-biindolyl","5,5',6,6'-Tetrahydroxy-3,3'-biindolyl",HMDB0029301,21590181,NA,C1=C2C(=CC(=C1O)O)NC=C2C3=CNC4=CC(=C(C=C43)O)O,1,
Blighinone,Blighinone,HMDB0030643,NA,NA,CC1(O)C(=O)C2=C(O)C(=CC(O)=C2C2=C1C(=O)C=CC2=O)C(O)=O,1,
Guanosine diphosphate,Guanosine diphosphate,HMDB0001201,8977,C00035,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N,1,
Deoxycholic acid glycine conjugate,Deoxycholic acid glycine conjugate,HMDB0000631,3035026,C05464,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1([C@H](CC3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1,
Methyl 5-(1-Propynyl)-2-thiophenepropanoate,Methyl 5-(1-Propynyl)-2-thiophenepropanoate,HMDB0034759,101415390,NA,COC(=O)CCC1=CC=C(S1)C#CC,1,
"27-Nor-5b-cholestane-3a,7a,12a,24,25-pentol","27-Nor-5b-cholestane-3a,7a,12a,24,25-pentol",HMDB0002126,21252278,NA,C[C@H](CCC(C(C)O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,1,
Adenine.1,NA,NA,NA,NA,NA,0,
2-Aminomuconic acid,2-Aminomuconic acid,HMDB0001241,5280499,C02220,C(=C\C(=O)O)\C=C(/C(=O)O)\N,1,
Capryloylglycine,Capryloylglycine,HMDB0000832,84290,NA,CCCCCCCC(=O)NCC(=O)O,1,
Codeine,Codeine,HMDB0004995,5284371,C06174,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,1,
Homodolichosterone,Homodolichosterone,HMDB0034079,14607932,NA,C\C=C(/C(C)C)C(O)C(O)C(C)C1CCC2C3CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,1,
Creatinine,Creatinine,HMDB0000562,588,C00791,CN1CC(=O)N=C1N,1,
N-Acetyl-L-phenylalanine,N-Acetyl-L-phenylalanine,HMDB0000512,74839,C03519,CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O,1,
"MG(0:0/18:2(9Z,12Z)/0:0)","MG(0:0/18:2(9Z,12Z)/0:0)",HMDB0011538,5365676,NA,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(CO)CO,1,
Deoxyuridine triphosphate,Deoxyuridine triphosphate,HMDB0001191,65070,C00460,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,1,
6-Deoxodolichosterone,6-Deoxodolichosterone,HMDB0034332,13870426,NA,CC(C)C(=C)C(O)C(O)C(C)C1CCC2C3CCC4CC(O)C(O)CC4(C)C3CCC12C,1,
Betaine,Betaine,HMDB0000043,247,C00719,C[N+](C)(C)CC(=O)[O-],1,
Hippuric acid,Hippuric acid,HMDB0000714,464,C01586,C1=CC=C(C=C1)C(=O)NCC(=O)O,1,
5-Hydroxymethyl-4-methyluracil,5-Hydroxymethyl-4-methyluracil,HMDB0000544,8983,NA,CC1=C(C(=O)NC(=O)N1)CO,1,
N-Acetyl-L-methionine,N-Acetyl-L-methionine,HMDB0011745,6180,C02712,CC(=O)NC(CCSC)C(=O)O,1,
Ganoderic acid L,Ganoderic acid L,HMDB0035885,131751878,NA,CC(CC(=O)CC(C)(O)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(O)C(C)(C)C1CC3O)C(O)=O,1,
5a-Androstan-3b-ol,5a-Androstan-3b-ol,HMDB0005830,92877,NA,C[C@@]12CCC[C@H]1[C@@H]3CC[C@H]4C[C@H](CC[C@@]4([C@H]3CC2)C)O,1,
Indole,Indole,HMDB0000738,798,C00463,C1=CC=C2C(=C1)C=CN2,1,
Capsianoside V,Capsianoside V,HMDB0030737,14610543,NA,C\C(CC(O)\C=C(/C)C(O)=O)=C/CC\C(CO)=C\CCC(C)(OC1OC(CO)C(O)C(O)C1O)C=C,1,
3-O-p-Coumaroylquinic acid,3-O-p-Coumaroylquinic acid,HMDB0029681,9945785,C12208,O[C@@H]1C[C@@](O)(C[C@@H](OC(=O)\C=C\C2=CC=C(O)C=C2)[C@H]1O)C(O)=O,1,
Dihydrohydroxy-O-methylsterigmatocystin,Dihydrohydroxy-O-methylsterigmatocystin,HMDB0033659,10760703,NA,COC1=CC=CC2=C1C(=O)C3=C(C=C4C(=C3O2)C5CC(OC5O4)O)OC,1,
Linoleoyl ethanolamide,Linoleoyl ethanolamide,HMDB0012252,5283446,NA,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NCCO,1,
"(1R,3S,4S,6R)-6,9-Dihydroxyfenchone 6-O-b-D-glucoside","(1R,3S,4S,6R)-6,9-Dihydroxyfenchone 6-O-b-D-glucoside",HMDB0033222,85160606,NA,CC1(CO)C2CC(OC3OC(CO)C(O)C(O)C3O)C(C)(C2)C1=O,1,
6-Methyladenine,6-Methyladenine,HMDB0002099,67955,C08434,CNC1=NC=NC2=C1NC=N2,1,
Artocarpesin,Artocarpesin,HMDB0030848,399491,NA,CC(=CCC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=C(C=C(C=C3)O)O)O)C,1,
"1,2,4-Nonadecanetriol","1,2,4-Nonadecanetriol",HMDB0032112,10567452,NA,CCCCCCCCCCCCCCCC(CC(CO)O)O,1,
Wistin,Wistin,HMDB0030869,12444947,NA,COC1=CC=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)OC)OC4C(C(C(C(O4)CO)O)O)O,1,
Brassinolide,Brassinolide,HMDB0034081,443055,C11049,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2COC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H]([C@H](C)C(C)C)O)O,1,
L-Histidine,L-Histidine,HMDB0000177,6274,C00135,C1=C(NC=N1)C[C@@H](C(=O)O)N,1,
Biflorin,Biflorin,HMDB0002336,441959,C08996,CC1=CC(=O)C2=C(C(=C(C=C2O1)O)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,1,
Dehydroepiandrosterone,Dehydroepiandrosterone,HMDB0000077,9860744,C01227,C[C@]12CCC3C(C1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,1,
Nifedipine,Nifedipine,HMDB0015247,4485,C07266,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,1,
Biliverdin,Biliverdin,HMDB0001008,5353439,C00500,CC\1=C(/C(=C/C2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/N/C1=C/C4=NC(=O)C(=C4C)C=C)CCC(=O)O,1,
16-a-Hydroxypregnenolone,16-a-Hydroxypregnenolone,HMDB0000315,6452574,C06390,CC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)O,1,
Istamycin KL1,Istamycin KL1,NA,96024203,C17983,NA,1,
13'-Hydroxy-gamma-tocotrienol,13'-Hydroxy-gamma-tocotrienol,HMDB0012562,53481468,NA,CC1=C(C=C2CC[C@](OC2=C1C)(C)CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CO)O,1,
DG(15:0/18:1(11Z)/0:0),DG(15:0/18:1(11Z)/0:0),HMDB0007072,53478004,NA,CCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,1,
N2-(D-1-Carboxyethyl)-L-arginine,N2-(D-1-Carboxyethyl)-L-arginine,METPA0471,NA,C04137,NA,1,
Maltitol,Maltitol,HMDB0002928,493591,NA,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,1,
Hydroxystrobilurin D,Hydroxystrobilurin D,HMDB0034760,131751621,NA,CO\C=C(/C(=O)OC)\C(\CO)=C/C=C\C1=CC2=C(OCC(OCC=C(C)C)C(C)(C)O2)C=C1,1,
Glyceric acid,Glyceric acid,HMDB0000139,439194,C00258,C([C@H](C(=O)O)O)O,1,
Allopregnanolone,Allopregnanolone,HMDB0001449,92786,C13712,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,1,
24-Hydroxycalcitriol,24-Hydroxycalcitriol,HMDB0006228,6446280,C18231,C[C@H](CC[C@H](C(C)(C)O)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,1,
Polyoxyethylene 40 monostearate,Polyoxyethylene 40 monostearate,HMDB0032477,24762,NA,CCCCCCCCCCCCCCCCCC(=O)OCCO,1,
"PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))","PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0005779,9547058,C00350,CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,1,
13'-Hydroxy-gamma-tocopherol,13'-Hydroxy-gamma-tocopherol,HMDB0012561,53481467,NA,CC1=C(C=C2CC[C@@](OC2=C1C)(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(C)CO)O,1,
1-Pentanethiol,1-Pentanethiol,HMDB0032457,8067,NA,CCCCCS,1,
L-Tryptophan,L-Tryptophan,HMDB0000929,6305,C00078,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,1,
Penitrem D,Penitrem D,NA,254741165,C20596,NA,1,
"(1xi,3S)-1,2,3,4-Tetrahydro-1-methyl-beta-carboline-1,3-dicarboxylic acid","(1xi,3S)-1,2,3,4-Tetrahydro-1-methyl-beta-carboline-1,3-dicarboxylic acid",HMDB0035115,263426,NA,CC1(C2=C(CC(N1)C(=O)O)C3=CC=CC=C3N2)C(=O)O,1,
Acrolein,Acrolein,HMDB0041822,7847,C01471,C=CC=O,1,
Palmitoylglycine,Palmitoylglycine,HMDB0013034,151008,NA,CCCCCCCCCCCCCCCC(=O)NCC(=O)O,1,
Alanyl-Isoleucine,Alanyl-Isoleucine,HMDB0028690,7408079,NA,CCC(C)C(NC(=O)C(C)N)C(O)=O,1,
Momordol,Momordol,HMDB0029804,71308241,NA,CCC(CO)C(O)CC(O)C(C)CCC(C)CCCC1(C)C(CC)C(=O)C=CC1(C)O,1,
L-3-Aminodihydro-2(3H)-furanone,L-3-Aminodihydro-2(3H)-furanone,HMDB0029387,73509,C02926,C1COC(=O)C1N,1,
N(6)-Methyllysine,N(6)-Methyllysine,HMDB0002038,164795,C02728,CNCCCC[C@@H](C(=O)O)N,1,
"MG(0:0/18:3(6Z,9Z,12Z)/0:0)","MG(0:0/18:3(6Z,9Z,12Z)/0:0)",HMDB0011539,11646044,NA,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC(CO)CO,1,
Deoxycorticosterone,Deoxycorticosterone,HMDB0000016,6166,C03205,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,1,
Adrenoyl ethanolamide,Adrenoyl ethanolamide,HMDB0013626,5282273,C13829,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)NCCO,1,
Pipericine,Pipericine,HMDB0031678,9974234,NA,CCCCCCCCCCCCC/C=C/C=C/C(=O)NCC(C)C,1,
13'-Carboxy-gamma-tocopherol,13'-Carboxy-gamma-tocopherol,HMDB0012557,53481463,NA,CC1=C(C=C2CC[C@@](OC2=C1C)(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C(=O)O)O,1,
Dehydroepiandrosterone sulfate,Dehydroepiandrosterone sulfate,HMDB0001032,12594,C04555,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C,1,
Aniline,Aniline,HMDB0003012,6115,C00292,C1=CC=C(C=C1)N,1,
Unshuoside A,Unshuoside A,HMDB0029784,131750905,NA,CC(C)=CCCC(O)(COC1OC(CO)C(O)C(O)C1O)C=C,1,
5beta-scymnol,5beta-scymnol,NA,165531,C16260,C(CC(O)C(CO)CO)1CC23(C(O)21C)1(C)CC(O)C1C3O,1,
Hydroxyminaline,Hydroxyminaline,HMDB0034368,55287504,NA,C1=C(NC=C1O)C(=O)O,1,
Indoxyl,Indoxyl,HMDB0004094,50591,C05658,C1=CC=C2C(=C1)C(=CN2)O,1,
Adenosine,Adenosine,HMDB0000050,60961,C00212,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,1,
"PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))","PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))",HMDB0009644,53479940,C00350,CCCCCC/C=C\CCCCCCCC/C=C\O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN,1,
Pregnenolone,Pregnenolone,HMDB0000253,53477678,C01953,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2CC=C4[C@@]3(CC[C@H](C4)O)C)C,1,
Pitheduloside I,Pitheduloside I,HMDB0034036,12305892,NA,CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC(O)C2(CC1O)C(O)=O,1,
Fasciculol C,Fasciculol C,HMDB0035853,14506473,NA,CC1(C2CCC3=C(C2(CC(C1O)O)C)CC(C4(C3(CCC4C(CCC(C(C)(C)O)O)CO)C)C)O)C,1,
Trimetaphosphoric acid,Trimetaphosphoric acid,HMDB0059921,510,C02466,OP1(=O)OP(O)(=O)OP(O)(=O)O1,1,
6-Keto-prostaglandin F1a,6-Keto-prostaglandin F1a,HMDB0002886,5280888,C05961,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CC(=O)CCCCC(=O)O)O)O)O,1,
b-D-fructosyl-a-D-(6-O-(E))-feruloylglucoside,b-D-fructosyl-a-D-(6-O-(E))-feruloylglucoside,HMDB0029281,131750841,NA,OC[C@@H]1O[C@](CO)(O[C@H]2O[C@H](COC(=O)\C=C\C3=CC=CC=C3)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,1,
Maslinic acid,Maslinic acid,HMDB0002392,73659,C16939,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@H]([C@@H](C3(C)C)O)O)C,1,
Isobutyrylglycine,Isobutyrylglycine,HMDB0000730,10855600,NA,CC(C)C(=O)NCC(=O)O,1,
11'-Carboxy-alpha-chromanol,11'-Carboxy-alpha-chromanol,HMDB0012515,53481451,NA,CC1=C(C(=C2CC[C@@](OC2=C1C)(C)CCC[C@@H](C)CCC[C@@H](C)CCC(=O)O)C)O,1,
Phenylacetylglycine,Phenylacetylglycine,HMDB0000821,68144,C05598,C1=CC=C(C=C1)CC(=O)NCC(=O)O,1,
"1,7-Dimethylguanosine","1,7-Dimethylguanosine",HMDB0001961,160130,NA,CN1C=[N+](C2=C1C(=O)N(C(=N2)N)C)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)[O-],1,
Stearyl citrate,Stearyl citrate,HMDB0032521,11612014,NA,CCCCCCCCCCCCCCCCCCOC(=O)CC(CC(=O)O)(C(=O)O)O,1,
IDP,IDP,HMDB0003335,644173,C00104,C1=NC(=O)C2=C(N1)N(C=N2)C3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O,1,
Curcumin,Curcumin,HMDB0002269,969516,C10443,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,1,
13'-Carboxy-alpha-tocopherol,13'-Carboxy-alpha-tocopherol,HMDB0012555,53481461,NA,CC1=C(C(=C2CC[C@](OC2=C1C)(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C(=O)O)C)O,1,
Propranolol,Propranolol,HMDB0001849,4946,C07407,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,1,
"(3beta,5alpha,9alpha,14alpha,22E,24R)-3,5,9,14-Tetrahydroxyergosta-7,22-dien-6-one","(3beta,5alpha,9alpha,14alpha,22E,24R)-3,5,9,14-Tetrahydroxyergosta-7,22-dien-6-one",HMDB0032690,131751284,NA,CC(C)C(C)\C=C\C(C)C1CCC2(O)C3=CC(=O)C4(O)CC(O)CCC4(C)C3(O)CCC12C,1,
"24,25-Dihydroxyvitamin D","24,25-Dihydroxyvitamin D",HMDB0000430,12895043,NA,C[C@H](CCC(C(C)(C)O)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@@H](CCC3=C)O)C,1,
MG(P-18:0e/0:0/0:0),MG(P-18:0e/0:0/0:0),HMDB0011153,11824075,NA,CCCCCCCCCCCCCCCC/C=C\OC[C@H](CO)O,1,
Adlupone,Adlupone,HMDB0032111,15558371,NA,CCC(C)C(=O)C1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(CC=C(C)C)(CC=C(C)C)C1=O,1,
