ionIdx,ionMz,MzDelta,Mod,Formula,CompoundID,annSource,Compound_Name
1029,410.2332,0.0005239,-H(-),C25H33NO4,HMDB0242562,['hmdb40_kegg_H_F_K_Na'],Dextromethorphan
1030,411.2021,0.0003253,-H(-),C21H32O8,HMDB0030082,['hmdb40_kegg_H_F_K_Na'],"5-(2,3-Dihydroxy-3-methylbutyl)-4-(3,4-epoxy-4-methylpentanoyl)-3,4-dihydroxy-2-isopentanoyl-2-cyclopenten-1-one"
1031,411.2396,-0.0004878,-H(-),C18H39NO7P,HMDB0003752,['hmdb40_kegg_H_F_K_Na'],LysoPC(10:0)
1032,411.3479,8.79E-05,-H(-),C25H48O4,HMDB0011552,['hmdb40_kegg_H_F_K_Na'],MG(0:0/22:1(13Z)/0:0)
1033,412.9828,-0.0008176,-H(-),C15H10O12S,HMDB0129448,['hmdb40_kegg_H_F_K_Na'],NA
1034,413.1109,-0.0006153,-H(-),C19H18N4O7,NA,['hmdb40_kegg_H_F_K_Na'],Futalosine
1035,413.1969,0.0001081,-H(-),C24H30O6,HMDB0014838,['hmdb40_kegg_H_F_K_Na'],Eplerenone
1036,413.2177,0.0004133,-H(-),C21H34O8,HMDB0030895,['hmdb40_kegg_H_F_K_Na'],"(4R,5S,7R,11x)-11,12-Dihydroxy-1(10)-spirovetiven-2-one 12-glucoside"
1037,415.092,0.00089,-H(-),C15H20N4O8S,NA,['hmdb40_kegg_H_F_K_Na'],NA
1038,415.3219,-8.37E-05,-H(-),C27H44O3,HMDB0000430,['hmdb40_kegg_H_F_K_Na'],"24,25-Dihydroxyvitamin D"
1039,415.358,0.0002007,-H(-),C28H48O2,HMDB0001492,['hmdb40_kegg_H_F_K_Na'],Gamma-Tocopherol
1040,416.9961,-0.0005691,-H(-),C15H14O10S2,HMDB0127807,['hmdb40_kegg_H_F_K_Na'],NA
1041,417.1193,-0.0001881,-H(-),C21H22O9,HMDB0029520,['hmdb40_kegg_H_F_K_Na'],Liquiritin
1042,417.1556,-0.0001517,-H(-),C22H26O8,HMDB0038928,['hmdb40_kegg_H_F_K_Na'],NA
1043,417.3009,8.89E-05,-H(-),C26H42O4,HMDB0012515,['hmdb40_kegg_H_F_K_Na'],11'-Carboxy-alpha-chromanol
1044,417.3372,0.0002223,-H(-),C27H46O3,HMDB0006280,['hmdb40_kegg_H_F_K_Na'],"7-a,25-Dihydroxycholesterol"
1045,419.1338,0.0009619,-H(-),C21H24O9,HMDB0037483,['hmdb40_kegg_H_F_K_Na'],NA
1046,419.2069,0.0006317,-H(-),C23H32O7,HMDB0035779,['hmdb40_kegg_H_F_K_Na'],Armillane
1047,419.3159,0.0007489,-H(-),C26H44O4,NA,['hmdb40_kegg_H_F_K_Na'],NA
1048,419.3521,0.0009343,-H(-),C27H48O3,HMDB0001457,['hmdb40_kegg_H_F_K_Na'],"5-b-Cholestane-3a ,7a ,12a-triol"
1049,421.1131,0.0008935,-H(-),C20H22O10,HMDB0036398,['hmdb40_kegg_H_F_K_Na'],Catechin 7-glucoside
1050,421.2266,-2.86E-05,-H(-),C20H38O7S,HMDB0032386,['hmdb40_kegg_H_F_K_Na'],2-Methylacetophenone
1051,421.405,0.0001337,-H(-),C28H54O2,HMDB0035538,['hmdb40_kegg_H_F_K_Na'],"12,14-Octacosanedione"
1052,422.1229,0.0009476,-H(-),C15H25N3O9S,HMDB0128932,['hmdb40_kegg_H_F_K_Na'],NA
1053,422.1519,-0.0008387,-H(-),C26H21N3O3,HMDB0250397,['hmdb40_kegg_H_F_K_Na'],NA
1054,423.1301,-0.0004435,-H(-),C20H24O10,HMDB0029605,['hmdb40_kegg_H_F_K_Na'],Ginkgolide J
1055,423.14,0.0008839,-H(-),C19H24N2O9,HMDB0060786,['hmdb40_kegg_H_F_K_Na'],NA
1056,423.2388,6.27E-05,-H(-),C23H36O7,HMDB0005022,['hmdb40_kegg_H_F_K_Na'],Pravastatin
1057,423.274,0.0011651,-H(-),C24H40O6,HMDB0000307,['hmdb40_kegg_H_F_K_Na'],1b-Hydroxycholic acid
1058,423.4205,0.0002747,-H(-),C28H56O2,HMDB0002348,['hmdb40_kegg_H_F_K_Na'],Octacosanoic acid
1059,425.2175,0.0006023,-H(-),C22H34O8,HMDB0036011,['hmdb40_kegg_H_F_K_Na'],Cinnzeylanine
1060,425.306,0.0001063,-H(-),C28H42O3,HMDB0012562,['hmdb40_kegg_H_F_K_Na'],13'-Hydroxy-gamma-tocotrienol
1061,426.0222,-2.25E-05,-H(-),C10H15N5O10P2,HMDB0000061,['hmdb40_kegg_H_F_K_Na'],"Adenosine 3',5'-diphosphate"
1062,427.0064,-0.0002869,-H(-),C10H14N4O11P2,HMDB0003335,['hmdb40_kegg_H_F_K_Na'],IDP
1063,427.1243,0.0003311,-H(-),C19H24O11,HMDB0125492,['hmdb40_kegg_H_F_K_Na'],NA
1064,427.1968,0.0005729,-H(-),C21H32O9,HMDB0035610,['hmdb40_kegg_H_F_K_Na'],Taraxacolide 1-O-b-D-glucopyranoside
1065,427.2255,-0.0002749,-H(-),C25H28N6O,HMDB0015163,['hmdb40_kegg_H_F_K_Na'],Irbesartan
1066,429.1562,-0.0006657,-H(-),C23H26O8,HMDB0033259,['hmdb40_kegg_H_F_K_Na'],Cubebinone
1067,429.3738,4.57E-05,-H(-),C29H50O2,HMDB0001893,['hmdb40_kegg_H_F_K_Na'],Alpha-Tocopherol
1068,431.1347,7.29E-05,-H(-),C22H24O9,HMDB0031723,['hmdb40_kegg_H_F_K_Na'],Trichocarposide
1069,431.2284,0.0002649,-H(-),C21H36O9,HMDB0037823,['hmdb40_kegg_H_F_K_Na'],NA
1070,431.3167,-4.91E-05,-H(-),C27H44O4,HMDB0006228,['hmdb40_kegg_H_F_K_Na'],24-Hydroxycalcitriol
1071,431.3529,0.0001333,-H(-),C28H48O3,HMDB0012561,['hmdb40_kegg_H_F_K_Na'],13'-Hydroxy-gamma-tocopherol
1072,432.2038,-0.0010493,-H(-),C23H31NO7,HMDB0010341,['hmdb40_kegg_H_F_K_Na'],Dextrorphan O-glucuronide
1073,433.3113,-6.73E-05,-H(-),C30H42O2,HMDB0035685,['hmdb40_kegg_H_F_K_Na'],beta-Citraurol
1074,433.3322,9.39E-05,-H(-),C27H46O4,HMDB0000359,['hmdb40_kegg_H_F_K_Na'],"3a,7a-Dihydroxycoprostanic acid"
1075,434.2201,-0.0003067,-H(-),C24H29N5O3,HMDB0014323,['hmdb40_kegg_H_F_K_Na'],Valsartan
1076,435.2513,0.0003632,-H(-),C21H41O7P,HMDB0000443,['hmdb40_kegg_H_F_K_Na'],LysoPA(0:0/18:1(9Z))
1077,435.312,-0.0004015,-H(-),C26H44O5,HMDB0002195,['hmdb40_kegg_H_F_K_Na'],Varanic acid
1078,435.3476,0.0003829,-H(-),C27H48O4,HMDB0000520,['hmdb40_kegg_H_F_K_Na'],"5a-Cholestane-3a,7a,12a,25-tetrol"
1079,436.2117,0.0012075,-H(-),C26H31NO5,HMDB0030229,['hmdb40_kegg_H_F_K_Na'],Lagerstroemine
1080,437.0868,-9.20E-06,-H(-),C17H19N4O8P,HMDB0059614,['hmdb40_kegg_H_F_K_Na'],"Riboflavin cyclic-4',5'-phosphate"
1081,437.1975,-0.0005749,-H(-),C26H30O6,HMDB0036597,['hmdb40_kegg_H_F_K_Na'],Kurarinone
1082,437.3268,0.0004625,-H(-),C26H46O5,HMDB0002126,['hmdb40_kegg_H_F_K_Na'],"27-Nor-5b-cholestane-3a,7a,12a,24,25-pentol"
1083,438.2621,0.0004702,-H(-),C20H42NO7P,HMDB0011472,['hmdb40_kegg_H_F_K_Na'],LysoPE(0:0/15:0)
1084,439.1974,-5.21E-05,-H(-),C22H32O9,HMDB0036162,['hmdb40_kegg_H_F_K_Na'],10-Deacetyl-2-debenzoylbaccatin III
1085,439.3211,0.0006673,-H(-),C29H44O3,HMDB0012560,['hmdb40_kegg_H_F_K_Na'],13'-Hydroxy-alpha-tocotrienol
1086,439.3425,0.0003665,-H(-),C26H48O5,HMDB0029804,['hmdb40_kegg_H_F_K_Na'],Momordol
1087,439.3791,0.0001959,-H(-),C27H52O4,HMDB0011559,['hmdb40_kegg_H_F_K_Na'],MG(0:0/24:1(15Z)/0:0)
1088,440.1323,-0.0003821,-H(-),C19H27N3O5S2,HMDB0014349,['hmdb40_kegg_H_F_K_Na'],Dofetilide
1089,441.2858,2.07E-05,-H(-),C24H42O7,HMDB0038242,['hmdb40_kegg_H_F_K_Na'],Ascorbic acid
1090,441.3009,0.0001199,-H(-),C28H42O4,HMDB0032666,['hmdb40_kegg_H_F_K_Na'],"(3beta,5alpha,9alpha,22E,24R)-5,9-Epidioxy-3-hydroxyergosta-7,22-dien-6-one"
1091,441.3224,-0.0002249,-H(-),C25H46O6,HMDB0059931,['hmdb40_kegg_H_F_K_Na'],NA
1092,442.0171,-3.69E-05,-H(-),C10H15N5O11P2,HMDB0001201,['hmdb40_kegg_H_F_K_Na'],Guanosine diphosphate
1093,443.1722,-0.0010297,-H(-),C24H28O8,HMDB0132661,['hmdb40_kegg_H_F_K_Na'],NA
1094,443.3003,0.0011507,-H(-),C24H44O7,HMDB0032521,['hmdb40_kegg_H_F_K_Na'],Stearyl citrate
1095,443.3164,0.0002429,-H(-),C28H44O4,HMDB0006227,['hmdb40_kegg_H_F_K_Na'],"1-a,24R,25-Trihydroxyvitamin D2"
1096,443.3528,0.0002333,-H(-),C29H48O3,HMDB0011662,['hmdb40_kegg_H_F_K_Na'],3-beta-Hydroxy-4-beta-methyl-5-alpha-cholest-7-ene-4-alpha-carboxylate
1097,444.312,-5.81E-05,-H(-),C27H43NO4,HMDB0062337,['hmdb40_kegg_H_F_K_Na'],Caffeoyl tyrosine
1098,445.0539,-0.0008269,-H(-),C11H20N4O11P2,HMDB0001564,['hmdb40_kegg_H_F_K_Na'],CDP-Ethanolamine
1099,445.2349,0.0008417,-H(-),C25H30N6O2,HMDB0013845,['hmdb40_kegg_H_F_K_Na'],SR 49498
1100,445.3322,0.0001069,-H(-),C28H46O4,HMDB0012557,['hmdb40_kegg_H_F_K_Na'],13'-Carboxy-gamma-tocopherol
1101,445.3687,2.23E-05,-H(-),C29H50O3,HMDB0012559,['hmdb40_kegg_H_F_K_Na'],13'-Hydroxy-alpha-tocopherol
1102,446.0854,3.11E-05,-H(-),C21H19O11,HMDB0125152,['hmdb40_kegg_H_F_K_Na'],NA
1103,447.2407,-0.0012058,-H(-),C18H36N6O5S,NA,['hmdb40_kegg_H_F_K_Na'],Glutathionylaminopropylcadaverine
1104,447.3116,-4.50E-06,-H(-),C27H44O5,HMDB0032783,['hmdb40_kegg_H_F_K_Na'],Porrigenin A
1105,447.3473,0.0006649,-H(-),C28H48O4,HMDB0034332,['hmdb40_kegg_H_F_K_Na'],6-Deoxodolichosterone
1106,447.3835,0.0008653,-H(-),C29H52O3,HMDB0030014,['hmdb40_kegg_H_F_K_Na'],"(3beta,5alpha,6beta,24R)-Stigmastane-3,5,6-triol"
1107,448.2446,0.0006971,-H(-),C23H35N3O6,NA,['hmdb40_kegg_H_F_K_Na'],NA
1108,448.3069,-4.15E-05,-H(-),C26H43NO5,HMDB0000631,['hmdb40_kegg_H_F_K_Na'],Deoxycholic acid glycine conjugate
1109,449.3269,0.0003835,-H(-),C27H46O5,HMDB0000601,['hmdb40_kegg_H_F_K_Na'],Coprocholic acid
1110,449.3632,0.0003909,-H(-),C28H50O4,HMDB0033984,['hmdb40_kegg_H_F_K_Na'],6-Deoxocastasterone
1111,450.2145,0.0001399,-H(-),C24H29N5O4,HMDB0013848,['hmdb40_kegg_H_F_K_Na'],4-Hydroxyvalsartan
1112,452.2782,4.62E-05,-H(-),C21H44NO7P,HMDB0011473,['hmdb40_kegg_H_F_K_Na'],LysoPE(0:0/16:0)
1113,453.2483,0.0010813,-H(-),C24H38O8,HMDB0341226,['hmdb40_kegg_H_F_K_Na'],NA
1114,453.322,0.0001741,-H(-),C26H46O6,HMDB0002157,['hmdb40_kegg_H_F_K_Na'],27-Norcholestanehexol
1115,454.1478,0.0002851,-H(-),C20H21N7O6,HMDB0001354,['hmdb40_kegg_H_F_K_Na'],"5,10-Methenyltetrahydrofolic acid"
1116,455.2085,-0.0010033,-H(-),C26H32O7,NA,['hmdb40_kegg_H_F_K_Na'],4-Coumaryl alcohol
1117,455.218,0.0007391,-H(-),C25H32N2O6,HMDB0259814,['hmdb40_kegg_H_F_K_Na'],Vindoline
1118,455.2473,-5.02E-05,-H(-),C24H40O6S,HMDB0000907,['hmdb40_kegg_H_F_K_Na'],Sulfolithocholic acid
1119,455.3167,6.90E-06,-H(-),C29H44O4,NA,['hmdb40_kegg_H_F_K_Na'],Cilastatin
1120,455.353,3.83E-05,-H(-),C30H48O3,HMDB0002364,['hmdb40_kegg_H_F_K_Na'],Oleanolic acid
1121,457.0786,-0.0009999,-H(-),C22H18O11,HMDB0003153,['hmdb40_kegg_H_F_K_Na'],Epigallocatechin gallate
1122,457.1191,-0.0003532,-H(-),C21H22N4O6S,HMDB0014438,['hmdb40_kegg_H_F_K_Na'],Raltitrexed
1123,457.223,0.0001277,-H(-),C26H34O7,HMDB0034760,['hmdb40_kegg_H_F_K_Na'],Hydroxystrobilurin D
1124,457.3317,0.0006469,-H(-),C29H46O4,HMDB0032669,['hmdb40_kegg_H_F_K_Na'],"(3beta,5alpha,9alpha,22E,24R)-3,5,9-Trihydroxy-23-methylergosta-7,22-dien-6-one"
1125,457.3684,0.0003293,-H(-),C30H50O3,HMDB0033256,['hmdb40_kegg_H_F_K_Na'],"(20S,24E)-20,26-Dihydroxy-24-dammaren-3-one"
1126,459.1308,-0.0011365,-H(-),C23H24O10,HMDB0030869,['hmdb40_kegg_H_F_K_Na'],Wistin
1127,459.3114,0.0001485,-H(-),C28H44O5,HMDB0032690,['hmdb40_kegg_H_F_K_Na'],"(3beta,5alpha,9alpha,14alpha,22E,24R)-3,5,9,14-Tetrahydroxyergosta-7,22-dien-6-one"
1128,459.3267,0.0001517,-H(-),C32H44O2,HMDB0032879,['hmdb40_kegg_H_F_K_Na'],all-trans-Carophyll yellow
1129,459.3478,0.0001739,-H(-),C29H48O4,HMDB0012555,['hmdb40_kegg_H_F_K_Na'],13'-Carboxy-alpha-tocopherol
1130,461.2671,0.0002732,-H(-),C23H43O7P,HMDB0062303,['hmdb40_kegg_H_F_K_Na'],NA
1131,461.3282,-0.0009295,-H(-),C28H46O5,HMDB0034336,['hmdb40_kegg_H_F_K_Na'],Dolichosterone
1132,461.3636,1.99E-05,-H(-),C29H50O4,HMDB0034430,['hmdb40_kegg_H_F_K_Na'],6-Deoxohomodolichosterone
1133,462.117,-0.0001979,-H(-),C22H23O11,HMDB0013689,['hmdb40_kegg_H_F_K_Na'],Peonidin-3-glucoside
1134,463.3061,0.0004521,-H(-),C27H44O6,HMDB0251684,['hmdb40_kegg_H_F_K_Na'],Ecdysone
1135,464.3024,-0.0006249,-H(-),C26H43NO6,HMDB0000138,['hmdb40_kegg_H_F_K_Na'],Glycocholic acid
1136,465.3043,5.36E-05,-H(-),C27H46O4S,HMDB0000653,['hmdb40_kegg_H_F_K_Na'],Cholesterol sulfate
1137,465.3217,0.0004251,-H(-),C27H46O6,HMDB0062534,['hmdb40_kegg_H_F_K_Na'],NA
1138,465.337,0.0003893,-H(-),C31H46O3,HMDB0002972,['hmdb40_kegg_H_F_K_Na'],"Vitamin K1 2,3-epoxide"
1139,465.3583,0.0002315,-H(-),C28H50O5,HMDB0304235,['hmdb40_kegg_H_F_K_Na'],6alpha-Hydroxy-castasterone
1140,465.4674,0.0003227,-H(-),C31H62O2,HMDB0032682,['hmdb40_kegg_H_F_K_Na'],10-Hydroxy-16-hentriacontanone
1141,466.3076,-8.67E-05,-H(-),C28H41N3O3,HMDB0042042,['hmdb40_kegg_H_F_K_Na'],NA
1142,466.9664,-3.86E-05,-H(-),C9H15N2O14P3,HMDB0001191,['hmdb40_kegg_H_F_K_Na'],Deoxyuridine triphosphate
1143,467.0833,-0.0001757,-H(-),C20H20O13,HMDB0038888,['hmdb40_kegg_H_F_K_Na'],NA
1144,467.2647,0.0003063,-H(-),C25H40O8,HMDB0010321,['hmdb40_kegg_H_F_K_Na'],"3,17-Androstanediol glucuronide"
1145,467.3379,-0.0001189,-H(-),C27H48O6,HMDB0258186,['hmdb40_kegg_H_F_K_Na'],5beta-scymnol
1146,467.3888,0.0006327,-H(-),C32H52O2,HMDB0035806,['hmdb40_kegg_H_F_K_Na'],psi-Taraxasteryl acetate
1147,468.2508,-0.0003905,-H(-),C26H35N3O5,HMDB0253814,['hmdb40_kegg_H_F_K_Na'],NA
1148,469.129,0.0003197,-H(-),C28H22O7,HMDB0129148,['hmdb40_kegg_H_F_K_Na'],NA
1149,469.3322,0.0001559,-H(-),C30H46O4,HMDB0011628,['hmdb40_kegg_H_F_K_Na'],Glycyrrhetinic acid
1150,470.182,5.73E-05,-H(-),C25H29NO8,HMDB0060629,['hmdb40_kegg_H_F_K_Na'],NA
1151,470.2166,-0.0008105,-H(-),C22H29N7O5,HMDB0256926,['hmdb40_kegg_H_F_K_Na'],Puromycin
1152,471.174,0.0005651,-H(-),C20H24N8O6,HMDB0001534,['hmdb40_kegg_H_F_K_Na'],5-Formiminotetrahydrofolic acid
1153,471.2422,4.04E-05,-H(-),C24H40O7S,HMDB0002522,['hmdb40_kegg_H_F_K_Na'],Chenodeoxycholic acid sulfate
1154,471.3476,0.0003449,-H(-),C30H48O4,HMDB0002392,['hmdb40_kegg_H_F_K_Na'],Maslinic acid
1155,473.1811,0.0005709,-H(-),C25H30O9,NA,['hmdb40_kegg_H_F_K_Na'],NA
1156,473.3634,0.0001899,-H(-),C30H50O4,HMDB0034505,['hmdb40_kegg_H_F_K_Na'],Soyasapogenol A
1157,475.2336,0.0001243,-H(-),C26H36O8,HMDB0003141,['hmdb40_kegg_H_F_K_Na'],Retinoyl b-glucuronide
1158,475.3428,0.0001005,-H(-),C29H48O5,HMDB0034079,['hmdb40_kegg_H_F_K_Na'],Homodolichosterone
1159,475.3788,0.0004729,-H(-),C30H52O4,HMDB0038244,['hmdb40_kegg_H_F_K_Na'],Chloropanaxydiol
1160,477.3217,0.0004361,-H(-),C28H46O6,HMDB0034086,['hmdb40_kegg_H_F_K_Na'],Dolicholide
1161,477.3747,-0.0009383,-H(-),C33H50O2,HMDB0034578,['hmdb40_kegg_H_F_K_Na'],Deterrol stearate
1162,478.2937,0.0001622,-H(-),C23H46NO7P,HMDB0011475,['hmdb40_kegg_H_F_K_Na'],LysoPE(0:0/18:1(11Z))
1163,479.2553,-0.0001585,-H(-),C28H36N2O5,NA,['hmdb40_kegg_H_F_K_Na'],Voacamine
1164,479.3369,0.0008691,-H(-),C28H48O6,HMDB0034081,['hmdb40_kegg_H_F_K_Na'],Brassinolide
1165,480.168,-0.0002921,-H(-),C27H23N5O4,HMDB0015481,['hmdb40_kegg_H_F_K_Na'],Pranlukast
1166,480.3095,8.12E-05,-H(-),C23H48NO7P,HMDB0010381,['hmdb40_kegg_H_F_K_Na'],LysoPC(15:0)
1167,481.1142,-0.0002115,-H(-),C25H22O10,HMDB0030583,['hmdb40_kegg_H_F_K_Na'],Silibinin
1168,481.2239,-0.0006973,-H(-),C28H34O7,HMDB0029991,['hmdb40_kegg_H_F_K_Na'],Dulciol C
1169,481.244,0.0003109,-H(-),C25H38O9,HMDB0010351,['hmdb40_kegg_H_F_K_Na'],11-beta-Hydroxyandrosterone-3-glucuronide
1170,481.3321,0.0002139,-H(-),C31H46O4,HMDB0032111,['hmdb40_kegg_H_F_K_Na'],Adlupone
1171,483.2965,-0.0001517,-H(-),C26H44O8,HMDB0038539,['hmdb40_kegg_H_F_K_Na'],NA
1172,487.1,4.11E-05,-H(-),C14H26N4O11P2,HMDB0001413,['hmdb40_kegg_H_F_K_Na'],Citicoline
1173,487.1975,-0.0001371,-H(-),C26H32O9,HMDB0035860,['hmdb40_kegg_H_F_K_Na'],Terretonin
1174,487.2378,-0.000682,-H(-),C24H40O8S,HMDB0002421,['hmdb40_kegg_H_F_K_Na'],7-Sulfocholic acid
1175,487.2541,0.0007315,-H(-),C24H40O10,HMDB0038732,['hmdb40_kegg_H_F_K_Na'],NA
1176,487.3426,0.0002555,-H(-),C30H48O5,HMDB0034036,['hmdb40_kegg_H_F_K_Na'],Pitheduloside I
1177,489.3581,0.0004395,-H(-),C30H50O5,HMDB0034525,['hmdb40_kegg_H_F_K_Na'],Barringtogenol C
1178,490.2629,0.0003852,-H(-),C27H41NO5S,HMDB0251876,['hmdb40_kegg_H_F_K_Na'],epothilone D
1179,490.2809,0.0008302,-H(-),C20H41N7O5S,NA,['hmdb40_kegg_H_F_K_Na'],Glutathionylspermine
1180,490.9769,0.0006938,-H(-),C10H15N4O13P3,HMDB0003537,['hmdb40_kegg_H_F_K_Na'],2'-Deoxyinosine triphosphate
1181,491.2284,0.0002329,-H(-),C26H36O9,HMDB0060123,['hmdb40_kegg_H_F_K_Na'],NA
1182,491.264,0.0009923,-H(-),C27H40O8,HMDB0036313,['hmdb40_kegg_H_F_K_Na'],Erinacine G
1183,492.0909,-0.0004649,-H(-),C21H23N3O7S2,NA,['hmdb40_kegg_H_F_K_Na'],NA
1184,493.2235,-0.0003263,-H(-),C29H34O7,NA,['hmdb40_kegg_H_F_K_Na'],NA
1185,493.2441,0.0001779,-H(-),C26H38O9,HMDB0033655,['hmdb40_kegg_H_F_K_Na'],"7,11-Bisdeacetylvaltrate 7-(3-methylpentanoate) 11-(3-hydroxy-3-methylbutanoate)"
1186,493.2937,-9.12E-05,-H(-),C24H47O8P,HMDB0115484,['hmdb40_kegg_H_F_K_Na'],NA
1187,493.3168,0.0002367,-H(-),C28H46O7,NA,['hmdb40_kegg_H_F_K_Na'],makisterone B
1188,493.4986,0.0003657,-H(-),C33H66O2,HMDB0039537,['hmdb40_kegg_H_F_K_Na'],NA
1189,494.325,0.0001802,-H(-),C24H50NO7P,HMDB0010382,['hmdb40_kegg_H_F_K_Na'],LysoPC(16:0)
1190,495.3323,0.0007172,-H(-),C24H51NO7P,HMDB0061702,['hmdb40_kegg_H_F_K_Na'],NA
1191,498.2894,3.58E-05,-H(-),C26H45NO6S,HMDB0000874,['hmdb40_kegg_H_F_K_Na'],Tauroursodeoxycholic acid
1192,499.3785,0.0008039,-H(-),C32H52O4,NA,['hmdb40_kegg_H_F_K_Na'],NA
1193,500.2805,0.0001669,-H(-),C32H39NO4,HMDB0005030,['hmdb40_kegg_H_F_K_Na'],Fexofenadine
1194,501.0881,0.0004695,-H(-),C20H22O15,HMDB0127948,['hmdb40_kegg_H_F_K_Na'],NA
1195,501.3221,7.81E-05,-H(-),C30H46O6,HMDB0034551,['hmdb40_kegg_H_F_K_Na'],Medicagenic acid
1196,503.1614,0.0003701,-H(-),C18H32O16,HMDB0001262,['hmdb40_kegg_H_F_K_Na'],Maltotriose
1197,503.2283,0.0003069,-H(-),C27H36O9,HMDB0039122,['hmdb40_kegg_H_F_K_Na'],Macrocin
1198,503.3371,0.0007201,-H(-),C30H48O6,HMDB0034500,['hmdb40_kegg_H_F_K_Na'],Protobassic acid
1199,504.3095,3.42E-05,-H(-),C25H48NO7P,HMDB0011483,['hmdb40_kegg_H_F_K_Na'],"LysoPE(0:0/20:2(11Z,14Z))"
1200,505.3523,0.0011391,-H(-),C30H50O6,HMDB0034519,['hmdb40_kegg_H_F_K_Na'],Theasapogenol A
1201,506.3248,0.0004422,-H(-),C25H50NO7P,HMDB0011482,['hmdb40_kegg_H_F_K_Na'],LysoPE(0:0/20:1(11Z))
1202,507.369,8.51E-05,-H(-),C30H52O6,HMDB0035853,['hmdb40_kegg_H_F_K_Na'],Fasciculol C
1203,508.3406,0.0002212,-H(-),C25H52NO7P,HMDB0011481,['hmdb40_kegg_H_F_K_Na'],LysoPE(0:0/20:0)
1204,509.4573,0.0002019,-H(-),C32H62O4,HMDB0032494,['hmdb40_kegg_H_F_K_Na'],Propylene glycol mono- and diesters of fats and fatty acids
1205,511.2707,-0.0005903,-H(-),C30H40O7,HMDB0035980,['hmdb40_kegg_H_F_K_Na'],"3,7,11,15,23-Pentaoxolanost-8-en-26-oic acid"
1206,511.3424,0.0004845,-H(-),C32H48O5,HMDB0031879,['hmdb40_kegg_H_F_K_Na'],"11a,12a-Epoxy-3b-hydroxy-28,13-oleananolide 3-acetate"
1207,511.3788,0.0004609,-H(-),C33H52O4,HMDB0035267,['hmdb40_kegg_H_F_K_Na'],Methyl 3b-hydroxy-13(18)-oleanen-28-oate
1208,512.2417,0.0001958,-H(-),C25H40NO8P,NA,['hmdb40_kegg_H_F_K_Na'],NA
1209,513.271,-0.0004325,-H(-),C26H42O10,HMDB0030737,['hmdb40_kegg_H_F_K_Na'],Capsianoside V
1210,514.2843,9.54E-05,-H(-),C26H45NO7S,HMDB0000036,['hmdb40_kegg_H_F_K_Na'],Taurocholic acid
1211,515.2285,0.0001679,-H(-),C28H36O9,HMDB0030005,['hmdb40_kegg_H_F_K_Na'],Austalide A
1212,516.2755,6.50E-06,-H(-),C32H39NO5,NA,['hmdb40_kegg_H_F_K_Na'],Terpendole K
1213,517.1715,1.11E-05,-H(-),C26H30O11,HMDB0034813,['hmdb40_kegg_H_F_K_Na'],Lupiwighteone hydrate 7-glucoside
1214,517.2079,-2.15E-05,-H(-),C27H34O10,NA,['hmdb40_kegg_H_F_K_Na'],NA
1215,517.2441,0.0001569,-H(-),C28H38O9,HMDB0030154,['hmdb40_kegg_H_F_K_Na'],Austalide G
1216,517.3165,0.0005427,-H(-),C30H46O7,HMDB0034392,['hmdb40_kegg_H_F_K_Na'],Perulactone
1217,517.3895,0.0003145,-H(-),C32H54O5,HMDB0037781,['hmdb40_kegg_H_F_K_Na'],NA
1218,517.4045,0.0005817,-H(-),C36H54O2,NA,['hmdb40_kegg_H_F_K_Na'],NA
1219,519.2036,-0.0011307,-H(-),C30H32O8,HMDB0032730,['hmdb40_kegg_H_F_K_Na'],Divanillyltetrahydrofuran ferulate
1220,519.2226,0.0009845,-H(-),C27H36O10,HMDB0036525,['hmdb40_kegg_H_F_K_Na'],NA
1221,519.2597,0.0002879,-H(-),C28H40O9,HMDB0030116,['hmdb40_kegg_H_F_K_Na'],Withaperuvin D
1222,519.296,0.0003753,-H(-),C29H44O8,HMDB0041366,['hmdb40_kegg_H_F_K_Na'],Cucurbitacin P
1223,519.3316,0.0011087,-H(-),C30H48O7,NA,['hmdb40_kegg_H_F_K_Na'],NA
1224,519.3695,-0.0003749,-H(-),C31H52O6,HMDB0038388,['hmdb40_kegg_H_F_K_Na'],NA
1225,520.003,0.0010888,-H(-),C11H18N5O13P3,HMDB0060781,['hmdb40_kegg_H_F_K_Na'],Guanosine triphosphate
1226,521.9834,-2.06E-05,-H(-),C10H16N5O14P3,HMDB0001273,['hmdb40_kegg_H_F_K_Na'],NA
1227,527.0465,0.0008189,-H(-),C16H22N2O14P2,NA,['hmdb40_kegg_H_F_K_Na'],"dTDP-3,4-dioxo-2,6-dideoxy-D-glucose"
1228,528.2629,0.000786,-H(-),C26H43NO8S,HMDB0002409,['hmdb40_kegg_H_F_K_Na'],"N-[(3a,5b,7b)-7-hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]-Glycine"
1229,528.309,0.0005622,-H(-),C27H48NO7P,HMDB0011493,['hmdb40_kegg_H_F_K_Na'],"LysoPE(0:0/22:4(7Z,10Z,13Z,16Z))"
1230,529.2644,0.0010341,-H(-),C26H42O11,HMDB0034679,['hmdb40_kegg_H_F_K_Na'],Cinncassiol D2 glucoside
1231,529.3034,-0.0002329,-H(-),C28H42N4O6,HMDB0030392,['hmdb40_kegg_H_F_K_Na'],Kukoamine A
